obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('660',)",3658615332.53,2,31.8227996826,3746541015.84,3746541015.92,3658615332.53,0.0,internal_timestamp,1178.18994141,529813,1449626532,3.10929989815,3.18227996826,34.4454034549,1032.897894,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('661',)",3658615343.53,2,31.8180999756,3746541015.84,3746541015.92,3658615343.53,0.0,internal_timestamp,1175.93005371,528623,1449626543,3.10570001602,3.18180999756,34.4446939181,1032.88744141,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('662',)",3658615354.53,2,31.8150005341,3746541015.84,3746541015.92,3658615354.53,0.0,internal_timestamp,1173.2800293,527497,1449626554,3.10560011864,3.18150005341,34.4424201189,1032.87354206,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('663',)",3658615365.53,2,31.8188991547,3746541015.84,3746541015.92,3658615365.53,0.0,internal_timestamp,1170.68005371,530318,1449626565,3.11089992523,3.18188991547,34.4428498543,1032.8613451,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('664',)",3658615376.54,2,31.8229999542,3746541015.84,3746541015.92,3658615376.54,0.0,internal_timestamp,1168.48999023,537549,1449626576,3.11730003357,3.18229999542,34.4421545549,1032.85000017,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('665',)",3658615387.53,2,31.8222007751,3746541015.84,3746541015.92,3658615387.53,0.0,internal_timestamp,1166.0,533303,1449626587,3.11840009689,3.18222007751,34.4413027286,1032.83780707,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('666',)",3658615398.52,2,31.8222007751,3746541015.84,3746541015.92,3658615398.52,0.0,internal_timestamp,1163.43005371,524398,1449626598,3.12080001831,3.18222007751,34.4400835966,1032.82479933,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('667',)",3658615409.53,2,31.8316001892,3746541015.84,3746541015.92,3658615409.53,0.0,internal_timestamp,1160.80004883,525743,1449626609,3.13339996338,3.18316001892,34.4394531909,1032.81073623,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('668',)",3658615420.53,2,31.8500003815,3746541015.84,3746541015.92,3658615420.53,0.0,internal_timestamp,1158.32995605,527432,1449626620,3.15590000153,3.18500003815,34.4391321755,1032.7964377,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('669',)",3658615431.54,2,31.8610992432,3746541015.84,3746541015.92,3658615431.54,0.0,internal_timestamp,1155.70996094,537620,1449626631,3.16930007935,3.18610992432,34.4396922362,1032.78325956,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('670',)",3658615442.53,2,31.8798999786,3746541015.84,3746541015.92,3658615442.53,0.0,internal_timestamp,1153.0,526860,1449626642,3.19190001488,3.18798999786,34.4398609023,1032.76823323,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('671',)",3658615453.53,2,31.8938999176,3746541015.84,3746541015.92,3658615453.53,0.0,internal_timestamp,1150.19995117,529112,1449626653,3.2093000412,3.18938999176,34.4397800535,1032.75323283,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('672',)",3658615464.53,2,31.8959999084,3746541015.84,3746541015.92,3658615464.53,0.0,internal_timestamp,1147.43994141,529047,1449626664,3.21289992332,3.18959999084,34.4399166456,1032.740279,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('673',)",3658615475.53,2,31.8983001709,3746541015.84,3746541015.92,3658615475.53,0.0,internal_timestamp,1144.84997559,530348,1449626675,3.21679997444,3.18983001709,34.4398913206,1032.72793777,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('674',)",3658615486.54,2,31.89909935,3746541015.84,3746541015.92,3658615486.54,0.0,internal_timestamp,1142.35998535,540884,1449626686,3.2188000679,3.189909935,34.4400130221,1032.71640233,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('675',)",3658615497.54,2,31.9030990601,3746541015.84,3746541015.92,3658615497.54,0.0,internal_timestamp,1139.80004883,540143,1449626697,3.22390007973,3.19030990601,34.4407490118,1032.70465139,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('676',)",3658615508.55,2,31.91340065,3746541015.84,3746541015.92,3658615508.55,0.0,internal_timestamp,1137.69995117,547466,1449626708,3.23679995537,3.191340065,34.4406048159,1032.69335202,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('677',)",3658615519.53,2,31.924200058,3746541015.84,3746541015.92,3658615519.53,0.0,internal_timestamp,1135.34997559,533169,1449626719,3.24950003624,3.1924200058,34.4413930937,1032.68166935,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('678',)",3658615530.55,2,31.9190998077,3746541015.84,3746541015.92,3658615530.55,0.0,internal_timestamp,1132.81005859,545649,1449626730,3.2460000515,3.19190998077,34.4402511501,1032.66958278,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('679',)",3658615541.54,2,31.9361991882,3746541015.84,3746541015.92,3658615541.54,0.0,internal_timestamp,1130.19995117,537014,1449626741,3.26789999008,3.19361991882,34.4390488059,1032.6540099,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('680',)",3658615552.54,2,31.9381008148,3746541015.84,3746541015.92,3658615552.54,0.0,internal_timestamp,1127.54003906,540688,1449626752,3.27060008049,3.19381008148,34.4398420508,1032.64214047,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('681',)",3658615563.55,2,31.9351997375,3746541015.84,3746541015.93,3658615563.55,0.0,internal_timestamp,1124.93994141,545475,1449626763,3.26990008354,3.19351997375,34.4384243748,1032.62921699,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('682',)",3658615574.55,2,31.9381008148,3746541015.84,3746541015.93,3658615574.55,0.0,internal_timestamp,1122.20996094,546504,1449626774,3.27500009537,3.19381008148,34.437928431,1032.61571445,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('683',)",3658615585.55,2,31.9377002716,3746541015.84,3746541015.93,3658615585.55,0.0,internal_timestamp,1119.68005371,553344,1449626785,3.27679991722,3.19377002716,34.4368439732,1032.60306714,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('684',)",3658615596.54,2,31.9419002533,3746541015.84,3746541015.93,3658615596.54,0.0,internal_timestamp,1117.5,540072,1449626796,3.28299999237,3.19419002533,34.4364683527,1032.59203917,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('685',)",3658615607.54,2,31.9403991699,3746541015.84,3746541015.93,3658615607.54,0.0,internal_timestamp,1115.2199707,541130,1449626807,3.28250002861,3.19403991699,34.4363559399,1032.5815832,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('686',)",3658615618.54,2,31.9409008026,3746541015.84,3746541015.93,3658615618.54,0.0,internal_timestamp,1112.63000488,543765,1449626818,3.28439998627,3.19409008026,34.4362782516,1032.56944219,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('687',)",3658615629.55,2,31.9454994202,3746541015.84,3746541015.93,3658615629.55,0.0,internal_timestamp,1110.30004883,554064,1449626829,3.29189991951,3.19454994202,34.4350904315,1032.556927,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('688',)",3658615639.55,2,31.9305000305,3746541015.84,3746541015.93,3658615639.55,0.0,internal_timestamp,1108.43005371,552649,1449626839,3.27699995041,3.19305000305,34.43373369,1032.54912526,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('689',)",3658615651.55,2,31.8784008026,3746541015.84,3746541015.93,3658615651.55,0.0,internal_timestamp,1105.54003906,545306,1449626851,3.22699999809,3.18784008026,34.4253115326,1032.53535496,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('690',)",3658615662.55,2,31.9027004242,3746541015.84,3746541015.93,3658615662.55,0.0,internal_timestamp,1102.92004395,547265,1449626862,3.25519990921,3.19027004242,34.4261377592,1032.52057832,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('691',)",3658615673.55,2,31.9214992523,3746541015.84,3746541015.93,3658615673.55,0.0,internal_timestamp,1100.32995605,551367,1449626873,3.27729988098,3.19214992523,34.4267592005,1032.50651646,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('692',)",3658615684.55,2,31.9253005981,3746541015.84,3746541015.93,3658615684.55,0.0,internal_timestamp,1097.68994141,553343,1449626884,3.28290009499,3.19253005981,34.4267734853,1032.49376097,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('693',)",3658615695.55,2,31.8815994263,3746541015.84,3746541015.93,3658615695.55,0.0,internal_timestamp,1095.08996582,554856,1449626895,3.23970007896,3.18815994263,34.4211232012,1032.48266582,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('694',)",3658615706.56,2,31.8724994659,3746541015.84,3746541015.93,3658615706.56,0.0,internal_timestamp,1092.80004883,556803,1449626906,3.233700037,3.18724994659,34.4176846144,1032.47019685,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('695',)",3658615717.56,2,31.8668994904,3746541015.84,3746541015.93,3658615717.56,0.0,internal_timestamp,1090.81994629,558475,1449626917,3.23049998283,3.18668994904,34.4153416233,1032.45966971,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('696',)",3658615728.55,2,31.871799469,3746541015.84,3746541015.93,3658615728.55,0.0,internal_timestamp,1088.66003418,551820,1449626928,3.23830008507,3.1871799469,34.4141206985,1032.44786906,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('697',)",3658615738.57,2,31.8775997162,3746541015.84,3746541015.93,3658615738.57,0.0,internal_timestamp,1086.58996582,568048,1449626938,3.24670004845,3.18775997162,34.4133030094,1032.43672496,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('698',)",3658615750.56,2,31.8878002167,3746541015.84,3746541015.93,3658615750.56,0.0,internal_timestamp,1084.13000488,558012,1449626950,3.25990009308,3.18878002167,34.4129146296,1032.42355083,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('699',)",3658615761.56,2,31.9139003754,3746541015.84,3746541015.93,3658615761.56,0.0,internal_timestamp,1081.57995605,559184,1449626961,3.28940010071,3.19139003754,34.4144963735,1032.40953432,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('700',)",3658615772.56,2,31.9183006287,3746541015.84,3746541015.93,3658615772.56,0.0,internal_timestamp,1079.5300293,561657,1449626972,3.29489994049,3.19183006287,34.4150350307,1032.39990432,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('701',)",3658615783.56,2,31.9333992004,3746541015.84,3746541015.93,3658615783.56,0.0,internal_timestamp,1077.31005859,555802,1449626983,3.31480002403,3.19333992004,34.4133458417,1032.38598155,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('702',)",3658615794.56,2,31.9160003662,3746541015.84,3746541015.93,3658615794.56,0.0,internal_timestamp,1075.36999512,557898,1449626994,3.2974998951,3.19160003662,34.4116697409,1032.37788459,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('703',)",3658615805.58,2,31.9127006531,3746541015.84,3746541015.93,3658615805.58,0.0,internal_timestamp,1073.05004883,575743,1449627005,3.29559993744,3.19127006531,34.4108963372,1032.3668827,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('704',)",3658615816.56,2,31.915599823,3746541015.84,3746541015.93,3658615816.56,0.0,internal_timestamp,1070.82995605,561275,1449627016,3.29970002174,3.1915599823,34.4111947832,1032.3564536,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('705',)",3658615827.56,2,31.929599762,3746541015.84,3746541015.93,3658615827.56,0.0,internal_timestamp,1068.43005371,562661,1449627027,3.31669998169,3.1929599762,34.411329237,1032.3435013,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('706',)",3658615838.57,2,31.9288005829,3746541015.84,3746541015.93,3658615838.57,0.0,internal_timestamp,1066.23999023,569731,1449627038,3.31859993935,3.19288005829,34.4094940539,1032.33179306,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('707',)",3658615849.57,2,31.9265003204,3746541015.84,3746541015.93,3658615849.57,0.0,internal_timestamp,1064.25,569204,1449627049,3.31809997559,3.19265003204,34.4082800726,1032.32178311,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('708',)",3658615860.56,2,31.9409999847,3746541015.84,3746541015.93,3658615860.56,0.0,internal_timestamp,1062.32995605,562199,1449627060,3.33559989929,3.19409999847,34.4082412636,1032.31082934,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('709',)",3658615871.57,2,31.9496002197,3746541015.84,3746541015.93,3658615871.57,0.0,internal_timestamp,1060.4699707,568842,1449627071,3.34640002251,3.19496002197,34.4081432653,1032.3009188,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('710',)",3658615882.57,2,31.9510993958,3746541015.84,3746541015.93,3658615882.57,0.0,internal_timestamp,1058.7199707,569278,1449627082,3.34850001335,3.19510993958,34.4086250154,1032.29302978,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('711',)",3658615893.57,2,31.9594993591,3746541015.84,3746541015.93,3658615893.57,0.0,internal_timestamp,1056.68005371,573870,1449627093,3.358700037,3.19594993591,34.4090077202,1032.2827473,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('712',)",3658615904.57,2,31.9641990662,3746541015.84,3746541015.93,3658615904.57,0.0,internal_timestamp,1054.68005371,567800,1449627104,3.36380004883,3.19641990662,34.4102960906,1032.27398411,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('713',)",3658615915.57,2,31.9827003479,3746541015.84,3746541015.93,3658615915.57,0.0,internal_timestamp,1052.61999512,569813,1449627115,3.38490009308,3.19827003479,34.4113261366,1032.26278872,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('714',)",3658615926.57,2,31.9983005524,3746541015.84,3746541015.93,3658615926.57,0.0,internal_timestamp,1050.40002441,573635,1449627126,3.40240001678,3.19983005524,34.4127421954,1032.25160292,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('715',)",3658615937.58,2,31.9839992523,3746541015.84,3746541015.93,3658615937.58,0.0,internal_timestamp,1048.25,577269,1449627137,3.38930010796,3.19839992523,34.4104898625,1032.24158141,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('716',)",3658615948.57,2,31.9871006012,3746541015.84,3746541015.93,3658615948.57,0.0,internal_timestamp,1046.89001465,571778,1449627148,3.39450001717,3.19871006012,34.4094345119,1032.23388596,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('717',)",3658615959.58,2,31.9948005676,3746541015.84,3746541015.93,3658615959.58,0.0,internal_timestamp,1046.09997559,575212,1449627159,3.40269994736,3.19948005676,34.4104368901,1032.23005786,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('718',)",3658615970.58,2,31.9888000488,3746541015.84,3746541015.93,3658615970.58,0.0,internal_timestamp,1045.32995605,578885,1449627170,3.39919996262,3.19888000488,34.4073303179,1032.22450742,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('719',)",3658615981.57,2,31.9754009247,3746541015.84,3746541015.93,3658615981.57,0.0,internal_timestamp,1044.08996582,571666,1449627181,3.38479995728,3.19754009247,34.4070542629,1032.22036838,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('720',)",3658615992.57,2,31.9608001709,3746541015.84,3746541015.93,3658615992.57,0.0,internal_timestamp,1042.90002441,574233,1449627192,3.37140011787,3.19608001709,34.4042636301,1032.21434846,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('721',)",3658616003.58,2,31.9458007812,3746541015.84,3746541015.93,3658616003.58,0.0,internal_timestamp,1041.66003418,576313,1449627203,3.35780000687,3.19458007812,34.4012280254,1032.20792709,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('722',)",3658616014.58,2,31.9477996826,3746541015.84,3746541015.93,3658616014.58,0.0,internal_timestamp,1040.72998047,577708,1449627214,3.36039996147,3.19477996826,34.4013653431,1032.20345924,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('723',)",3658616025.58,2,31.9445991516,3746541015.84,3746541015.93,3658616025.58,0.0,internal_timestamp,1040.20996094,578572,1449627225,3.35759997368,3.19445991516,34.4007406046,1032.20092435,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('724',)",3658616036.58,2,31.9423007965,3746541015.84,3746541015.93,3658616036.58,0.0,internal_timestamp,1040.17004395,580485,1449627236,3.35649991035,3.19423007965,34.3991657787,1032.19963192,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('725',)",3658616047.57,2,31.9384002686,3746541015.84,3746541015.93,3658616047.57,0.0,internal_timestamp,1040.18005371,573106,1449627247,3.35220003128,3.19384002686,34.3990068076,1032.20007464,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('726',)",3658616058.58,2,31.9407997131,3746541015.84,3746541015.93,3658616058.58,0.0,internal_timestamp,1040.07995605,576740,1449627258,3.35360002518,3.19407997131,34.4004594886,1032.20059289,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('727',)",3658616069.58,2,31.9398002625,3746541015.84,3746541015.93,3658616069.58,0.0,internal_timestamp,1039.94995117,578531,1449627269,3.35240006447,3.19398002625,34.4005895282,1032.20024578,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('728',)",3658616080.58,2,31.9470005035,3746541015.84,3746541015.94,3658616080.58,0.0,internal_timestamp,1039.95996094,580142,1449627280,3.35989999771,3.19470005035,34.4013270902,1032.19996264,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('729',)",3658616091.58,2,31.9409999847,3746541015.84,3746541015.94,3658616091.58,0.0,internal_timestamp,1039.85998535,583605,1449627291,3.35400009155,3.19409999847,34.4003915037,1032.19948297,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('730',)",3658616102.58,2,31.941400528,3746541015.84,3746541015.94,3658616102.58,0.0,internal_timestamp,1039.54003906,584091,1449627302,3.35509991646,3.1941400528,34.399879705,1032.1974797,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('731',)",3658616113.59,2,31.9430007935,3746541015.84,3746541015.94,3658616113.59,0.0,internal_timestamp,1039.35998535,587028,1449627313,3.35640001297,3.19430007935,34.4005217115,1032.1970038,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('732',)",3658616124.58,2,31.9437007904,3746541015.84,3746541015.94,3658616124.58,0.0,internal_timestamp,1039.41003418,584213,1449627324,3.35660004616,3.19437007904,34.4011237133,1032.19768402,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('733',)",3658616135.58,2,31.9456005096,3746541015.84,3746541015.94,3658616135.58,0.0,internal_timestamp,1039.22998047,582294,1449627335,3.35899996758,3.19456005096,34.4009695194,1032.1964459,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('734',)",3658616146.6,2,31.9456005096,3746541015.84,3746541015.94,3658616146.6,0.0,internal_timestamp,1039.02001953,599256,1449627346,3.35940003395,3.19456005096,34.4006568129,1032.19518863,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('735',)",3658616157.6,2,31.9356994629,3746541015.84,3746541015.94,3658616157.6,0.0,internal_timestamp,1038.70996094,596299,1449627357,3.34929990768,3.19356994629,34.3995698154,1032.19413682,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('736',)",3658616168.59,2,31.9342002869,3746541015.84,3746541015.94,3658616168.59,0.0,internal_timestamp,1038.68005371,588727,1449627368,3.3478000164,3.19342002869,34.399365489,1032.19402057,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('737',)",3658616179.59,2,31.9351005554,3746541015.84,3746541015.94,3658616179.59,0.0,internal_timestamp,1038.68005371,592211,1449627379,3.34879994392,3.19351005554,34.3993932019,1032.19392107,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('738',)",3658616190.58,2,31.9340991974,3746541015.84,3746541015.94,3658616190.58,0.0,internal_timestamp,1038.68994141,584666,1449627390,3.34829998016,3.19340991974,34.3987146391,1032.19349134,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('739',)",3658616201.59,2,31.9363002777,3746541015.84,3746541015.94,3658616201.59,0.0,internal_timestamp,1038.70996094,588980,1449627401,3.35069990158,3.19363002777,34.398819222,1032.19337428,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('740',)",3658616204.59,2,31.936000824,3746541016.2,3746541016.26,3658616204.59,0.0,internal_timestamp,1038.68994141,587950,1449627404,3.35019993782,3.1936000824,34.3989959059,1032.19348276,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('741',)",3658616244.74,2,31.935300827,3746541016.2,3746541016.26,3658616244.74,0.0,internal_timestamp,1039.60998535,736257,1449627444,3.34879994392,3.1935300827,34.3991579703,1032.19799542,29,29,29,29,1,0,29,13,29,13,29,29,44.52757,-125.38075
"('742',)",3658616256.73,2,31.9533996582,3746541016.2,3746541016.26,3658616256.73,0.0,internal_timestamp,1042.56005859,732117,1449627456,3.36640000343,3.19533996582,34.400833102,1032.21069187,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('743',)",3658616267.74,2,31.9668998718,3746541016.2,3746541016.26,3658616267.74,0.0,internal_timestamp,1045.65002441,735109,1449627467,3.37649989128,3.19668998718,34.4048034973,1032.22674809,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('744',)",3658616277.76,2,31.9930000305,3746541016.2,3746541016.26,3658616277.76,0.0,internal_timestamp,1048.48999023,763009,1449627477,3.39709997177,3.19930000305,34.4129418418,1032.24366295,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('745',)",3658616288.74,2,31.9615001678,3746541016.2,3746541016.26,3658616288.74,0.0,internal_timestamp,1051.58996582,738980,1449627488,3.36279988289,3.19615001678,34.409693717,1032.25948029,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('746',)",3658616299.74,2,31.9517002106,3746541016.2,3746541016.27,3658616299.74,0.0,internal_timestamp,1054.68994141,743824,1449627499,3.34990000725,3.19517002106,34.4099298025,1032.27543459,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('747',)",3658616310.75,2,31.9449005127,3746541016.2,3746541016.27,3658616310.75,0.0,internal_timestamp,1056.2800293,749695,1449627510,3.34190011024,3.19449005127,34.4093807951,1032.28325727,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('748',)",3658616322.74,2,31.9358997345,3746541016.2,3746541016.27,3658616322.74,0.0,internal_timestamp,1058.55004883,742057,1449627522,3.32990002632,3.19358997345,34.4100497862,1032.29564168,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('749',)",3658616332.74,2,31.9223995209,3746541016.2,3746541016.27,3658616332.74,0.0,internal_timestamp,1061.18994141,742626,1449627532,3.31299996376,3.19223995209,34.4102875898,1032.30997464,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('750',)",3658616344.75,2,31.9248008728,3746541016.2,3746541016.27,3658616344.75,0.0,internal_timestamp,1064.58996582,748719,1449627544,3.31180000305,3.19248008728,34.4126886266,1032.32758649,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('751',)",3658616355.75,2,31.9102993011,3746541016.2,3746541016.27,3658616355.75,0.0,internal_timestamp,1067.7199707,750293,1449627555,3.29410004616,3.19102993011,34.4123153716,1032.34377756,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('752',)",3658616365.75,2,31.9144001007,3746541016.2,3746541016.27,3658616365.75,0.0,internal_timestamp,1070.56005859,748872,1449627565,3.29559993744,3.19144001007,34.4142029629,1032.35809103,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('753',)",3658616377.74,2,31.918800354,3746541016.2,3746541016.27,3658616377.74,0.0,internal_timestamp,1073.84997559,743396,1449627577,3.29679989815,3.1918800354,34.4165349517,1032.37485039,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('754',)",3658616388.74,2,31.9069004059,3746541016.2,3746541016.27,3658616388.74,0.0,internal_timestamp,1076.82995605,743462,1449627588,3.2827000618,3.19069004059,34.4155722386,1032.38945089,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('755',)",3658616399.74,2,31.8801002502,3746541016.2,3746541016.27,3658616399.74,0.0,internal_timestamp,1079.92004395,744987,1449627599,3.25099992752,3.18801002502,34.4151864837,1032.40714755,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('756',)",3658616409.74,2,31.873500824,3746541016.2,3746541016.27,3658616409.74,0.0,internal_timestamp,1082.7199707,744848,1449627609,3.24149990082,3.1873500824,34.4158298243,1032.42162993,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('757',)",3658616420.75,2,31.8677005768,3746541016.2,3746541016.27,3658616420.75,0.0,internal_timestamp,1085.75,746021,1449627620,3.23160004616,3.18677005768,34.4177346911,1032.43820995,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('758',)",3658616431.75,2,31.9029006958,3746541016.2,3746541016.27,3658616431.75,0.0,internal_timestamp,1088.86999512,750993,1449627631,3.26139998436,3.19029006958,34.4270246484,1032.45620811,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('759',)",3658616442.75,2,31.924200058,3746541016.2,3746541016.27,3658616442.75,0.0,internal_timestamp,1091.94995117,750564,1449627642,3.28360009193,3.1924200058,34.4276447746,1032.46809103,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('760',)",3658616453.75,2,31.893699646,3746541016.2,3746541016.27,3658616453.75,0.0,internal_timestamp,1095.01000977,752294,1449627653,3.24920010567,3.1893699646,34.425687176,1032.48474642,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('761',)",3658616464.75,2,31.8775997162,3746541016.2,3746541016.27,3658616464.75,0.0,internal_timestamp,1098.10998535,754350,1449627664,3.23040008545,3.18775997162,34.4245647359,1032.50033921,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('762',)",3658616475.76,2,31.897600174,3746541016.2,3746541016.27,3658616475.76,0.0,internal_timestamp,1101.18005371,756313,1449627675,3.2444999218,3.1897600174,34.432160933,1032.51867263,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
