obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('190',)",3658610162.14,2,31.2847995758,3746541015.83,3746541015.94,3658610162.14,0.0,internal_timestamp,2383.37011719,142050,1449621362,1.75569999218,3.12847995758,34.6298623134,1038.67532505,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('191',)",3658610173.14,2,31.2835998535,3746541015.83,3746541015.94,3658610173.14,0.0,internal_timestamp,2380.40991211,141974,1449621373,1.75559997559,3.12835998535,34.629915227,1038.66211007,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('192',)",3658610184.13,2,31.2824993134,3746541015.83,3746541015.94,3658610184.13,0.0,internal_timestamp,2377.52001953,133217,1449621384,1.75559997559,3.12824993134,34.6299499465,1038.64918143,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('193',)",3658610195.14,2,31.2810993195,3746541015.83,3746541015.94,3658610195.14,0.0,internal_timestamp,2374.62988281,142736,1449621395,1.75569999218,3.12810993195,34.6295088284,1038.63586425,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('194',)",3658610206.15,2,31.280500412,3746541015.83,3746541015.94,3658610206.15,0.0,internal_timestamp,2371.75,145888,1449621406,1.75600004196,3.1280500412,34.6298370836,1038.62316763,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('195',)",3658610217.15,2,31.2798995972,3746541015.83,3746541015.94,3658610217.15,0.0,internal_timestamp,2368.91992188,152657,1449621417,1.75670003891,3.12798995972,34.6297115674,1038.61028298,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('196',)",3658610228.15,2,31.279499054,3746541015.83,3746541015.94,3658610228.15,0.0,internal_timestamp,2366.0300293,150119,1449621428,1.75779998302,3.1279499054,34.6294344378,1038.59695561,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('197',)",3658610239.16,2,31.2782001495,3746541015.83,3746541015.94,3658610239.16,0.0,internal_timestamp,2363.11010742,163336,1449621439,1.75769996643,3.12782001495,34.6293474262,1038.58380682,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('198',)",3658610250.15,2,31.2777004242,3746541015.83,3746541015.94,3658610250.15,0.0,internal_timestamp,2360.25,145988,1449621450,1.75909996033,3.12777004242,34.6286132904,1038.57021224,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('199',)",3658610261.15,2,31.2773990631,3746541015.83,3746541015.94,3658610261.15,0.0,internal_timestamp,2357.31005859,149096,1449621461,1.75989997387,3.12773990631,34.6288042416,1038.55706637,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('200',)",3658610272.16,2,31.2766990662,3746541015.83,3746541015.9,3658610272.16,0.0,internal_timestamp,2354.37988281,163018,1449621472,1.76100003719,3.12766990662,34.6281782422,1038.54328211,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('201',)",3658610283.14,2,31.2759990692,3746541015.83,3746541015.9,3658610283.14,0.0,internal_timestamp,2351.4699707,140528,1449621483,1.76100003719,3.12759990692,34.628719258,1038.53065365,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('202',)",3658610294.14,2,31.2754001617,3746541015.83,3746541015.9,3658610294.14,0.0,internal_timestamp,2348.55004883,141201,1449621494,1.76150000095,3.12754001617,34.6288553827,1038.51759358,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('203',)",3658610305.22,2,31.2747993469,3746541015.83,3746541015.9,3658610305.22,0.0,internal_timestamp,2345.62011719,224740,1449621505,1.76289999485,3.12747993469,34.6280316652,1038.50361218,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('204',)",3658610316.16,2,31.2745990753,3746541015.83,3746541015.9,3658610316.16,0.0,internal_timestamp,2342.70996094,162441,1449621516,1.76400005817,3.12745990753,34.6280134799,1038.49039132,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('205',)",3658610327.16,2,31.2737998962,3746541015.83,3746541015.9,3658610327.16,0.0,internal_timestamp,2339.80004883,160300,1449621527,1.76429998875,3.12737998962,34.6281125868,1038.47737239,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('206',)",3658610338.15,2,31.2728004456,3746541015.83,3746541015.9,3658610338.15,0.0,internal_timestamp,2336.91992188,154000,1449621538,1.76479995251,3.12728004456,34.6277366396,1038.46408657,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('207',)",3658610349.14,2,31.2737998962,3746541015.83,3746541015.9,3658610349.14,0.0,internal_timestamp,2334.02001953,144815,1449621549,1.76769995689,3.12737998962,34.6272688812,1038.45031099,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('208',)",3658610360.15,2,31.2735996246,3746541015.83,3746541015.9,3658610360.15,0.0,internal_timestamp,2331.12011719,145414,1449621560,1.76919996738,3.12735996246,34.6268191035,1038.43674047,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('209',)",3658610371.15,2,31.2723999023,3746541015.83,3746541015.9,3658610371.15,0.0,internal_timestamp,2328.26000977,146502,1449621571,1.76909995079,3.12723999023,34.6268290457,1038.423927,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('210',)",3658610382.16,2,31.2719993591,3746541015.83,3746541015.9,3658610382.16,0.0,internal_timestamp,2325.42993164,156642,1449621582,1.77009999752,3.12719993591,34.6266338117,1038.41093636,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('211',)",3658610393.19,2,31.2714004517,3746541015.83,3746541015.9,3658610393.19,0.0,internal_timestamp,2322.56005859,185596,1449621593,1.77100002766,3.12714004517,34.6263204217,1038.3976875,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('212',)",3658610404.16,2,31.2705993652,3746541015.83,3746541015.9,3658610404.16,0.0,internal_timestamp,2319.67993164,158482,1449621604,1.77139997482,3.12705993652,34.6262978041,1038.38468816,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('213',)",3658610415.15,2,31.2695999146,3746541015.83,3746541015.9,3658610415.15,0.0,internal_timestamp,2316.7199707,148629,1449621615,1.77160000801,3.12695999146,34.6262832857,1038.37136334,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('214',)",3658610426.16,2,31.2684001923,3746541015.83,3746541015.9,3658610426.16,0.0,internal_timestamp,2313.82006836,160368,1449621626,1.7717000246,3.12684001923,34.6260999746,1038.35818861,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('215',)",3658610437.15,2,31.2677001953,3746541015.83,3746541015.9,3658610437.15,0.0,internal_timestamp,2310.89990234,151890,1449621637,1.77230000496,3.12677001953,34.6260083428,1038.34492585,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('216',)",3658610448.15,2,31.2675991058,3746541015.83,3746541015.9,3658610448.15,0.0,internal_timestamp,2308.0,154584,1449621648,1.77380001545,3.12675991058,34.625683152,1038.3314476,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('217',)",3658610459.16,2,31.267999649,3746541015.83,3746541015.9,3658610459.16,0.0,internal_timestamp,2305.11010742,158435,1449621659,1.77629995346,3.1267999649,34.6249025123,1038.31752037,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('218',)",3658610470.16,2,31.2675991058,3746541015.83,3746541015.9,3658610470.16,0.0,internal_timestamp,2302.22998047,159063,1449621670,1.777099967,3.12675991058,34.624947711,1038.30451542,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('219',)",3658610481.17,2,31.2668991089,3746541015.83,3746541015.9,3658610481.17,0.0,internal_timestamp,2299.34008789,169738,1449621681,1.77750003338,3.12668991089,34.6250564032,1038.29157012,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('220',)",3658610492.2,2,31.2661991119,3746541015.83,3746541015.9,3658610492.2,0.0,internal_timestamp,2296.37011719,195127,1449621692,1.77839994431,3.12661991119,34.624669511,1038.27780791,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('221',)",3658610503.17,2,31.2653007507,3746541015.83,3746541015.9,3658610503.17,0.0,internal_timestamp,2293.43994141,174530,1449621703,1.77880001068,3.12653007507,34.6245536542,1038.26450414,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('222',)",3658610514.16,2,31.2644996643,3746541015.83,3746541015.9,3658610514.16,0.0,internal_timestamp,2290.4699707,159476,1449621714,1.77950000763,3.12644996643,34.6242565255,1038.25083799,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('223',)",3658610525.18,2,31.2640991211,3746541015.83,3746541015.9,3658610525.18,0.0,internal_timestamp,2287.58007812,182591,1449621725,1.78020000458,3.12640991211,34.6244149153,1038.23788795,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('224',)",3658610536.16,2,31.2635002136,3746541015.83,3746541015.9,3658610536.16,0.0,internal_timestamp,2284.69995117,163916,1449621736,1.78100001812,3.12635002136,34.6242171913,1038.22468822,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('225',)",3658610547.17,2,31.2623004913,3746541015.83,3746541015.9,3658610547.17,0.0,internal_timestamp,2281.73999023,166333,1449621747,1.78120005131,3.12623004913,34.6239592456,1038.21116336,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('226',)",3658610558.18,2,31.261100769,3746541015.83,3746541015.9,3658610558.18,0.0,internal_timestamp,2278.83007812,180354,1449621758,1.78100001812,3.1261100769,34.624105315,1038.19823353,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('227',)",3658610569.17,2,31.2600002289,3746541015.83,3746541015.9,3658610569.17,0.0,internal_timestamp,2275.92993164,172640,1449621769,1.78120005131,3.12600002289,34.6239412867,1038.1850481,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('228',)",3658610580.18,2,31.2590007782,3746541015.83,3746541015.91,3658610580.18,0.0,internal_timestamp,2273.01000977,181241,1449621780,1.78110003471,3.12590007782,34.624232877,1038.17217101,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('229',)",3658610591.18,2,31.2576007843,3746541015.83,3746541015.91,3658610591.18,0.0,internal_timestamp,2270.11010742,183166,1449621791,1.78110003471,3.12576007843,34.6239139345,1038.15889066,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('230',)",3658610602.17,2,31.2563991547,3746541015.83,3746541015.91,3658610602.17,0.0,internal_timestamp,2267.23999023,165654,1449621802,1.78120005131,3.12563991547,34.6237185092,1038.14582668,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('231',)",3658610613.17,2,31.2560005188,3746541015.83,3746541015.91,3658610613.17,0.0,internal_timestamp,2264.51000977,168005,1449621813,1.78159999847,3.12560005188,34.624125005,1038.13382327,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('232',)",3658610624.18,2,31.2563991547,3746541015.83,3746541015.91,3658610624.18,0.0,internal_timestamp,2261.84008789,182576,1449621824,1.78439998627,3.12563991547,34.6229181608,1038.12049916,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('233',)",3658610635.17,2,31.2563991547,3746541015.83,3746541015.91,3658610635.17,0.0,internal_timestamp,2259.01000977,171211,1449621835,1.78579998016,3.12563991547,34.6227955447,1038.10749451,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('234',)",3658610646.18,2,31.2555999756,3746541015.83,3746541015.91,3658610646.18,0.0,internal_timestamp,2256.10009766,184087,1449621846,1.78600001335,3.12555999756,34.6230100263,1038.09455696,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('235',)",3658610657.19,2,31.2555999756,3746541015.83,3746541015.91,3658610657.19,0.0,internal_timestamp,2253.19995117,187997,1449621857,1.78789997101,3.12555999756,34.6223870792,1038.08077609,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('236',)",3658610668.19,2,31.2555999756,3746541015.83,3746541015.91,3658610668.19,0.0,internal_timestamp,2250.32006836,187669,1449621868,1.78910005093,3.12555999756,34.6225033938,1038.06776009,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('237',)",3658610679.18,2,31.255399704,3746541015.83,3746541015.91,3658610679.18,0.0,internal_timestamp,2247.43994141,181833,1449621879,1.7907999754,3.1255399704,34.6218382342,1038.05406188,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('238',)",3658610690.18,2,31.2544002533,3746541015.83,3746541015.91,3658610690.18,0.0,internal_timestamp,2244.61010742,183039,1449621890,1.79110002518,3.12544002533,34.6216608414,1038.04116059,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('239',)",3658610701.17,2,31.254699707,3746541015.83,3746541015.91,3658610701.17,0.0,internal_timestamp,2241.83007812,170959,1449621901,1.79270005226,3.1254699707,34.6216708645,1038.02845429,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('240',)",3658610712.22,2,31.2549991608,3746541015.83,3746541015.91,3658610712.22,0.0,internal_timestamp,2239.07006836,220624,1449621912,1.79499995708,3.12549991608,34.6209225459,1038.0151482,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('241',)",3658610723.2,2,31.2546005249,3746541015.83,3746541015.91,3658610723.2,0.0,internal_timestamp,2236.34008789,196748,1449621923,1.79589998722,3.12546005249,34.6207965372,1038.00265343,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('242',)",3658610734.2,2,31.2537994385,3746541015.83,3746541015.91,3658610734.2,0.0,internal_timestamp,2233.48999023,197635,1449621934,1.79659998417,3.12537994385,34.6204468516,1037.98946937,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('243',)",3658610745.19,2,31.253200531,3746541015.83,3746541015.91,3658610745.19,0.0,internal_timestamp,2230.57006836,186980,1449621945,1.79700005054,3.1253200531,34.6207017645,1037.97648533,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('244',)",3658610756.2,2,31.2527008057,3746541015.83,3746541015.91,3658610756.2,0.0,internal_timestamp,2227.70996094,198585,1449621956,1.79789996147,3.12527008057,34.6205153613,1037.96335605,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('245',)",3658610767.19,2,31.2516002655,3746541015.83,3746541015.91,3658610767.19,0.0,internal_timestamp,2224.86010742,188661,1449621967,1.79809999466,3.12516002655,34.6203319701,1037.95036867,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('246',)",3658610778.19,2,31.2509002686,3746541015.83,3746541015.91,3658610778.19,0.0,internal_timestamp,2222.02001953,190309,1449621978,1.79849994183,3.12509002686,34.6204243017,1037.93761392,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('247',)",3658610789.23,2,31.2500991821,3746541015.83,3746541015.91,3658610789.23,0.0,internal_timestamp,2219.11010742,227875,1449621989,1.7990000248,3.12500991821,34.6203190939,1037.92437595,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('248',)",3658610800.19,2,31.2513999939,3746541015.83,3746541015.91,3658610800.19,0.0,internal_timestamp,2216.26000977,191534,1449622000,1.80260002613,3.12513999939,34.6194608305,1037.91039922,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('249',)",3658610811.19,2,31.2509994507,3746541015.83,3746541015.91,3658610811.19,0.0,internal_timestamp,2213.33007812,193542,1449622011,1.80330002308,3.12509994507,34.61964612,1037.89727102,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('250',)",3658610822.2,2,31.2507991791,3746541015.83,3746541015.91,3658610822.2,0.0,internal_timestamp,2210.44995117,197946,1449622022,1.80519998074,3.12507991791,34.6187704576,1037.88337264,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('251',)",3658610833.19,2,31.2502002716,3746541015.83,3746541015.91,3658610833.19,0.0,internal_timestamp,2207.65991211,187330,1449622033,1.80589997768,3.12502002716,34.6186433937,1037.87062732,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('252',)",3658610844.19,2,31.2490005493,3746541015.83,3746541015.91,3658610844.19,0.0,internal_timestamp,2204.85009766,193118,1449622044,1.80579996109,3.12490005493,34.6186411645,1037.85799754,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('253',)",3658610855.19,2,31.2483005524,3746541015.83,3746541015.91,3658610855.19,0.0,internal_timestamp,2202.01000977,194806,1449622055,1.80620002747,3.12483005524,34.6187353182,1037.84523943,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('254',)",3658610866.19,2,31.2479000092,3746541015.83,3746541015.91,3658610866.19,0.0,internal_timestamp,2199.12011719,193366,1449622066,1.80690002441,3.12479000092,34.6189025186,1037.83227367,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('255',)",3658610877.19,2,31.2476997375,3746541015.83,3746541015.91,3658610877.19,0.0,internal_timestamp,2196.27001953,193655,1449622077,1.80830001831,3.12476997375,34.6185485536,1037.81898359,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('256',)",3658610888.19,2,31.2469005585,3746541015.83,3746541015.91,3658610888.19,0.0,internal_timestamp,2193.38989258,194444,1449622088,1.80939996243,3.12469005585,34.6177918041,1037.80528177,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('257',)",3658610899.3,2,31.2465000153,3746541015.83,3746541015.91,3658610899.3,0.0,internal_timestamp,2190.5300293,298273,1449622099,1.8098000288,3.12465000153,34.618266153,1037.79273027,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('258',)",3658610910.23,2,31.2460002899,3746541015.83,3746541015.91,3658610910.23,0.0,internal_timestamp,2187.73999023,229227,1449622110,1.81099998951,3.12460002899,34.6177283287,1037.77959099,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('259',)",3658610921.2,2,31.2458992004,3746541015.83,3746541015.91,3658610921.2,0.0,internal_timestamp,2184.93994141,198168,1449622121,1.8125,3.12458992004,34.61736632,1037.76650395,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('260',)",3658610932.21,2,31.2458992004,3746541015.83,3746541015.91,3658610932.21,0.0,internal_timestamp,2182.09008789,210998,1449622132,1.81410002708,3.12458992004,34.6170465788,1037.75321197,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('261',)",3658610943.2,2,31.2451000214,3746541015.83,3746541015.91,3658610943.2,0.0,internal_timestamp,2179.18994141,204191,1449622143,1.81470000744,3.12451000214,34.6168360288,1037.7399122,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('262',)",3658610954.21,2,31.2448997498,3746541015.83,3746541015.91,3658610954.21,0.0,internal_timestamp,2176.30004883,207890,1449622154,1.81589996815,3.12448997498,34.6167174877,1037.72665003,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('263',)",3658610965.24,2,31.246799469,3746541015.83,3746541015.91,3658610965.24,0.0,internal_timestamp,2173.43994141,242234,1449622165,1.81990003586,3.1246799469,34.6161785772,1037.71281789,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('264',)",3658610976.25,2,31.2469997406,3746541015.83,3746541015.91,3658610976.25,0.0,internal_timestamp,2170.59008789,251328,1449622176,1.82190001011,3.12469997406,34.6156789434,1037.69932903,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('265',)",3658610987.22,2,31.2464008331,3746541015.83,3746541015.91,3658610987.22,0.0,internal_timestamp,2167.7800293,222436,1449622187,1.82290005684,3.12464008331,34.6152443752,1037.68620312,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('266',)",3658610998.2,2,31.2464008331,3746541015.83,3746541015.91,3658610998.2,0.0,internal_timestamp,2164.92993164,201939,1449622198,1.82430005074,3.12464008331,34.6151403991,1037.67310253,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('267',)",3658611009.22,2,31.2460002899,3746541015.83,3746541015.91,3658611009.22,0.0,internal_timestamp,2162.08007812,217029,1449622209,1.82529997826,3.12460002899,34.614970637,1037.66000405,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('268',)",3658611020.21,2,31.2460002899,3746541015.83,3746541015.91,3658611020.21,0.0,internal_timestamp,2159.17993164,207161,1449622220,1.82690000534,3.12460002899,34.614677638,1037.64650183,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('269',)",3658611031.27,2,31.2472000122,3746541015.83,3746541015.91,3658611031.27,0.0,internal_timestamp,2156.35009766,270960,1449622231,1.83010005951,3.12472000122,34.6141180586,1037.63289346,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('270',)",3658611042.21,2,31.2474994659,3746541015.83,3746541015.91,3658611042.21,0.0,internal_timestamp,2153.55004883,214948,1449622242,1.83229994774,3.12474994659,34.6135040331,1037.61950907,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('271',)",3658611053.24,2,31.246799469,3746541015.83,3746541015.91,3658611053.24,0.0,internal_timestamp,2150.67993164,239156,1449622253,1.83259999752,3.1246799469,34.6137248374,1037.60671661,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('272',)",3658611064.24,2,31.2455997467,3746541015.83,3746541015.91,3658611064.24,0.0,internal_timestamp,2147.80004883,242564,1449622264,1.83270001411,3.12455997467,34.6135484444,1037.59359416,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('273',)",3658611075.21,2,31.2458000183,3746541015.83,3746541015.91,3658611075.21,0.0,internal_timestamp,2144.89990234,214792,1449622275,1.8343000412,3.12458000183,34.6135038061,1037.58028386,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('274',)",3658611086.22,2,31.246099472,3746541015.83,3746541015.91,3658611086.22,0.0,internal_timestamp,2142.0,217982,1449622286,1.83659994602,3.1246099472,34.6128327186,1037.56638928,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('275',)",3658611097.25,2,31.2451992035,3746541015.83,3746541015.91,3658611097.25,0.0,internal_timestamp,2139.17993164,253024,1449622297,1.83659994602,3.12451992035,34.6131042279,1037.5538991,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('276',)",3658611108.23,2,31.2444000244,3746541015.83,3746541015.91,3658611108.23,0.0,internal_timestamp,2136.51000977,232969,1449622308,1.83739995956,3.12444000244,34.6125710143,1037.54134659,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('277',)",3658611119.23,2,31.2436008453,3746541015.83,3746541015.92,3658611119.23,0.0,internal_timestamp,2133.75,228594,1449622319,1.83780002594,3.12436008453,34.6125101933,1037.52881157,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('278',)",3658611130.23,2,31.2430000305,3746541015.83,3746541015.92,3658611130.23,0.0,internal_timestamp,2130.87988281,229669,1449622330,1.83850002289,3.12430000305,34.6124273207,1037.51572271,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('279',)",3658611141.23,2,31.2418003082,3746541015.83,3746541015.92,3658611141.23,0.0,internal_timestamp,2127.94995117,231755,1449622341,1.83840000629,3.12418003082,34.6124915334,1037.5025851,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('280',)",3658611152.22,2,31.2432003021,3746541015.83,3746541015.92,3658611152.22,0.0,internal_timestamp,2125.05004883,222599,1449622352,1.84220004082,3.12432003021,34.6115740614,1037.48829475,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('281',)",3658611163.37,2,31.2425994873,3746541015.83,3746541015.92,3658611163.37,0.0,internal_timestamp,2122.15991211,367925,1449622363,1.84300005436,3.12425994873,34.611394823,1037.47502477,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('282',)",3658611174.23,2,31.2420005798,3746541015.83,3746541015.92,3658611174.23,0.0,internal_timestamp,2119.36010742,227164,1449622374,1.84350001812,3.12420005798,34.6114949904,1037.46242028,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('283',)",3658611185.23,2,31.2409992218,3746541015.83,3746541015.92,3658611185.23,0.0,internal_timestamp,2116.63989258,228553,1449622385,1.84389996529,3.12409992218,34.6111670441,1037.44985082,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('284',)",3658611196.23,2,31.2397994995,3746541015.83,3746541015.92,3658611196.23,0.0,internal_timestamp,2113.81005859,231479,1449622396,1.84379994869,3.12397994995,34.6111835663,1037.43712322,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('285',)",3658611207.3,2,31.238899231,3746541015.83,3746541015.92,3658611207.3,0.0,internal_timestamp,2111.01000977,298361,1449622407,1.84409999847,3.1238899231,34.6111269402,1037.42441879,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('286',)",3658611218.23,2,31.2388000488,3746541015.83,3746541015.92,3658611218.23,0.0,internal_timestamp,2108.16992188,227116,1449622418,1.84560000896,3.12388000488,34.6107940896,1037.41115782,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('287',)",3658611229.23,2,31.2383003235,3746541015.83,3746541015.92,3658611229.23,0.0,internal_timestamp,2105.2800293,230771,1449622429,1.8465000391,3.12383003235,34.6106340611,1037.39788664,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('288',)",3658611240.27,2,31.2378997803,3746541015.83,3746541015.92,3658611240.27,0.0,internal_timestamp,2102.37988281,272891,1449622440,1.84739995003,3.12378997803,34.6106018162,1037.38466893,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('289',)",3658611251.23,2,31.2383995056,3746541015.83,3746541015.92,3658611251.23,0.0,internal_timestamp,2099.52001953,234428,1449622451,1.84990000725,3.12383995056,34.6099478953,1037.37093287,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('290',)",3658611262.28,2,31.238199234,3746541015.83,3746541015.92,3658611262.28,0.0,internal_timestamp,2096.64990234,277373,1449622462,1.85150003433,3.1238199234,34.6093991693,1037.35735132,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('291',)",3658611273.24,2,31.2371997833,3746541015.83,3746541015.92,3658611273.24,0.0,internal_timestamp,2093.79003906,238723,1449622473,1.85169994831,3.12371997833,34.6093584407,1037.34439885,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
"('292',)",3658611284.22,2,31.2367992401,3746541015.83,3746541015.92,3658611284.22,0.0,internal_timestamp,2091.04003906,217607,1449622484,1.85259997845,3.12367992401,34.6092533546,1037.33179827,29,29,29,29,1,0,29,13,29,29,29,29,44.52757,-125.38075
